created_at,entry_id,field1,field2,field3,latitude,longitude,elevation,status
2024-03-26T21:21:39+00:00,139,-38.15,46.66,945.8,,,,
2024-03-26T21:21:40+00:00,140,-12.21,21.62,1431.36,,,,
2024-03-26T21:21:41+00:00,141,33.43,97.63,1315.3,,,,
2024-03-26T21:21:42+00:00,142,41.5,93.78,1337.62,,,,
2024-03-26T21:21:43+00:00,143,32.41,43.93,382.73,,,,
2024-03-26T21:21:44+00:00,144,13.97,76.38,1472.06,,,,
2024-03-26T21:21:45+00:00,145,46.42,51.34,366.14,,,,
2024-03-26T21:21:46+00:00,146,-23.81,48.69,409.93,,,,
2024-03-26T21:21:47+00:00,147,-12.51,50.56,614.05,,,,
2024-03-26T21:21:48+00:00,148,-39.29,20.76,1286.66,,,,
2024-03-26T21:21:49+00:00,149,8.7,25.63,432.05,,,,
2024-03-26T21:21:50+00:00,150,-34.85,97.98,697.56,,,,
2024-03-26T21:21:51+00:00,151,7.46,29.08,345.91,,,,
2024-03-26T21:21:52+00:00,152,28.28,5.06,1690.82,,,,
2024-03-26T21:21:53+00:00,153,-11.29,24.58,440.36,,,,
2024-03-26T21:21:54+00:00,154,-45.5,75.01,1954.62,,,,
2024-03-26T21:21:55+00:00,155,7.46,48.1,1780.26,,,,
2024-03-26T21:21:56+00:00,156,-12.78,57.72,399.73,,,,
2024-03-26T21:21:57+00:00,157,-16.77,57.06,747.67,,,,
2024-03-26T21:21:58+00:00,158,17.94,74.65,1533.59,,,,
2024-03-26T21:21:59+00:00,159,-9.51,28.25,777.9,,,,
2024-03-26T21:22:01+00:00,160,3.29,80.62,639.31,,,,
2024-03-26T21:22:02+00:00,161,33.02,38.67,1121.18,,,,
2024-03-26T21:22:03+00:00,162,-0.51,49.8,1338.89,,,,
2024-03-26T21:22:04+00:00,163,-44.64,68.07,896.4,,,,
2024-03-26T21:22:05+00:00,164,-46.51,86.23,1739.56,,,,
2024-03-26T21:22:06+00:00,165,15.77,82.03,349.88,,,,
2024-03-26T21:22:07+00:00,166,33.83,88.53,879.6,,,,
2024-03-26T21:22:08+00:00,167,-18.39,90.62,325.97,,,,
2024-03-26T21:22:09+00:00,168,0.75,88.24,1008.5,,,,
2024-03-26T21:22:10+00:00,169,22.53,69.76,594.61,,,,
2024-03-26T21:22:11+00:00,170,47.81,81.45,362.57,,,,
2024-03-26T21:22:12+00:00,171,26.81,94.01,763.28,,,,
2024-03-26T21:22:13+00:00,172,-16.15,12.78,976.2,,,,
2024-03-26T21:22:14+00:00,173,37.34,85.12,642.59,,,,
2024-03-26T21:22:15+00:00,174,44.5,53.66,1446.46,,,,
2024-03-26T21:22:16+00:00,175,-30.5,41.94,1296.18,,,,
2024-03-26T21:22:17+00:00,176,20.75,46.97,319.28,,,,
2024-03-26T21:22:18+00:00,177,-41.15,38.79,1530.43,,,,
2024-03-26T21:22:19+00:00,178,-8.97,13.58,757.77,,,,
2024-03-26T21:22:20+00:00,179,44.26,80.39,705.22,,,,
2024-03-26T21:22:21+00:00,180,39.03,66.77,902.18,,,,
2024-03-26T21:22:22+00:00,181,49.9,52.46,1660.62,,,,
2024-03-26T21:22:23+00:00,182,27.94,94.81,697.77,,,,
2024-03-26T21:22:24+00:00,183,-33.38,94.14,657.49,,,,
2024-03-26T21:22:25+00:00,184,11.92,77.3,588.18,,,,
2024-03-26T21:22:26+00:00,185,22.65,69.9,1995.11,,,,
2024-03-26T21:22:27+00:00,186,2.72,1.96,337.1,,,,
2024-03-26T21:22:28+00:00,187,46.5,16.16,1441.01,,,,
2024-03-26T21:22:29+00:00,188,26.11,87.55,1377.51,,,,
2024-03-26T21:22:30+00:00,189,-8.97,90.42,1103.25,,,,
2024-03-26T21:22:31+00:00,190,-42.45,36.69,653.5,,,,
2024-03-26T21:22:32+00:00,191,43.78,89.55,1895.24,,,,
2024-03-26T21:22:33+00:00,192,-7.35,85.42,439.91,,,,
2024-03-26T21:22:34+00:00,193,33.33,87.84,913.15,,,,
2024-03-26T21:22:35+00:00,194,4.79,60.54,416.78,,,,
2024-03-26T21:22:36+00:00,195,-38.66,27.08,1726.15,,,,
2024-03-26T21:22:37+00:00,196,-49.62,16.46,1381.11,,,,
2024-03-26T21:22:38+00:00,197,-35.6,49.14,1207.04,,,,
2024-03-26T21:22:39+00:00,198,17.51,27.51,428.55,,,,
2024-03-26T21:22:40+00:00,199,26.57,17.59,1786.64,,,,
2024-03-26T21:22:41+00:00,200,-28.6,4.52,1865.75,,,,
2024-03-26T21:22:42+00:00,201,-28.75,15.41,675.88,,,,
2024-03-26T21:22:43+00:00,202,-45.82,9.23,1206.18,,,,
2024-03-26T21:22:44+00:00,203,-42.75,81.56,496.07,,,,
2024-03-26T21:22:45+00:00,204,43.52,34.04,1353.26,,,,
2024-03-26T21:22:46+00:00,205,43.45,46.83,615.93,,,,
2024-03-26T21:22:47+00:00,206,-8.42,81.09,654.69,,,,
2024-03-26T21:22:48+00:00,207,-21.47,69.67,503.5,,,,
2024-03-26T21:22:49+00:00,208,15.41,17.66,1326.61,,,,
2024-03-26T21:22:50+00:00,209,27.38,13.02,1863.44,,,,
2024-03-26T21:22:51+00:00,210,25.16,50.42,1026.08,,,,
2024-03-26T21:22:52+00:00,211,-25.42,99.53,835.93,,,,
2024-03-26T21:22:53+00:00,212,43.47,25.47,1458.82,,,,
2024-03-26T21:22:54+00:00,213,33.33,86.95,1125.45,,,,
2024-03-26T21:22:55+00:00,214,-5.83,12.01,872.54,,,,
2024-03-26T21:22:56+00:00,215,-24.39,41.33,1314.3,,,,
2024-03-26T21:22:57+00:00,216,-31.76,2.53,1033.62,,,,
2024-03-26T21:22:58+00:00,217,18.32,48.57,527.74,,,,
2024-03-26T21:22:59+00:00,218,-8.64,98.14,631.17,,,,
2024-03-26T21:23:00+00:00,219,-48.25,42.95,1650.22,,,,
2024-03-26T21:23:01+00:00,220,-41.8,42.83,1749.28,,,,
2024-03-26T21:23:02+00:00,221,24.98,76.2,1753.52,,,,
2024-03-26T21:23:03+00:00,222,44.68,72.17,1600.36,,,,
2024-03-26T21:23:04+00:00,223,36.12,9.14,1850.8,,,,
2024-03-26T21:23:05+00:00,224,46.92,8.64,1122.96,,,,
2024-03-26T21:23:06+00:00,225,-40.57,48.54,1468.99,,,,
2024-03-26T21:23:07+00:00,226,15.5,85.76,792.73,,,,
2024-03-26T21:23:08+00:00,227,-1.48,0.7,1594.22,,,,
2024-03-26T21:23:09+00:00,228,9.31,14.96,389.1,,,,
2024-03-26T21:23:10+00:00,229,37.51,27.99,1438.66,,,,
2024-03-26T21:23:11+00:00,230,2.18,12.51,334.08,,,,
2024-03-26T21:23:12+00:00,231,45.8,60.34,1136.3,,,,
2024-03-26T21:23:13+00:00,232,-46.05,43.27,481.05,,,,
2024-03-26T21:23:14+00:00,233,6.73,10.3,1343.99,,,,
2024-03-26T21:23:15+00:00,234,19.17,54.06,950.36,,,,
2024-03-26T21:23:17+00:00,235,-0.11,99.03,481.74,,,,
2024-03-26T21:23:18+00:00,236,-17.59,59.36,1717.75,,,,
2024-03-26T21:23:19+00:00,237,36.22,51.55,1671.95,,,,
2024-03-26T21:23:20+00:00,238,-23.93,9.72,448.66,,,,
2024-03-26T21:23:21+00:00,239,-24.63,45.64,1802.99,,,,
2024-03-26T21:23:22+00:00,240,13.95,96.91,1301.35,,,,
2024-03-26T21:23:23+00:00,241,-39.3,95.01,1478.45,,,,
2024-03-26T21:23:24+00:00,242,-11.26,28.42,1745.39,,,,
2024-03-26T21:23:25+00:00,243,-17.43,3.01,1376.83,,,,
2024-03-26T21:23:26+00:00,244,45.51,43.15,483.47,,,,
2024-03-26T21:23:27+00:00,245,35.15,61.37,694.96,,,,
2024-03-26T21:23:28+00:00,246,13.76,39.46,1694.68,,,,
2024-03-26T21:23:29+00:00,247,-48.84,52.75,923.06,,,,
2024-03-26T21:23:30+00:00,248,12.76,48.85,1733.93,,,,
2024-03-26T21:23:31+00:00,249,-22.08,30.76,1567.98,,,,
2024-03-26T21:23:32+00:00,250,-7.57,19.79,1685.96,,,,
2024-03-26T21:23:33+00:00,251,-12.86,26.47,929.39,,,,
2024-03-26T21:23:34+00:00,252,19.26,39.21,998.87,,,,
2024-03-26T21:23:35+00:00,253,-9.86,66.92,1959.72,,,,
2024-03-26T21:23:36+00:00,254,-8.53,71.36,1862.78,,,,
2024-03-26T21:23:37+00:00,255,28.9,37.79,1270.52,,,,
2024-03-26T21:23:38+00:00,256,35.45,87.95,1506.12,,,,
2024-03-26T21:23:39+00:00,257,-15.95,88.18,571.4,,,,
2024-03-26T21:23:40+00:00,258,23.5,66.04,1272.85,,,,
2024-03-26T21:23:41+00:00,259,2.83,0.38,1074.14,,,,
2024-03-26T21:23:42+00:00,260,-27.83,60.13,382.29,,,,
2024-03-26T21:23:44+00:00,261,-2.85,74.65,1912.18,,,,
2024-03-26T21:23:45+00:00,262,32.61,3.35,1482.61,,,,
2024-03-26T21:23:46+00:00,263,33.61,37.96,470.28,,,,
2024-03-26T21:23:47+00:00,264,36.13,32.6,1639.29,,,,
2024-03-26T21:23:48+00:00,265,-0.88,91.81,801.46,,,,
2024-03-26T21:23:49+00:00,266,44.01,22.23,858.15,,,,
2024-03-26T21:23:50+00:00,267,-43.68,96.34,1538.98,,,,
2024-03-26T21:23:51+00:00,268,-2.49,39.64,756.63,,,,
2024-03-26T21:23:52+00:00,269,-22.88,87.94,1732.93,,,,
2024-03-26T21:23:53+00:00,270,4.04,28.86,1126.49,,,,
2024-03-26T21:23:54+00:00,271,-46.07,21.24,1537.07,,,,
2024-03-26T21:23:55+00:00,272,46.73,2.56,313.4,,,,
2024-03-26T21:23:56+00:00,273,-34.98,28.63,850.85,,,,
2024-03-26T21:23:57+00:00,274,-32.55,64.6,1352.3,,,,
2024-03-26T21:23:58+00:00,275,-13.32,66.62,731.75,,,,
2024-03-26T21:23:59+00:00,276,-8.6,34.59,578.87,,,,
2024-03-26T21:24:00+00:00,277,-33.34,68.23,905.52,,,,
2024-03-26T21:24:01+00:00,278,9.5,99.82,1599.49,,,,
2024-03-26T21:24:02+00:00,279,27.84,86.52,1437.92,,,,
2024-03-26T21:24:04+00:00,280,16.68,11.35,1545.14,,,,
2024-03-26T21:24:05+00:00,281,14.88,48.79,1487.76,,,,
2024-03-26T21:24:08+00:00,282,28.77,98.24,301.56,,,,
2024-03-26T21:24:10+00:00,283,12.77,65.21,1158.06,,,,
2024-03-26T21:24:11+00:00,284,-2.58,30.25,1411.49,,,,
2024-03-26T21:24:12+00:00,285,-43.03,26.13,593.69,,,,
2024-03-26T21:24:13+00:00,286,18.72,51.42,641.03,,,,
2024-03-26T21:24:14+00:00,287,1.13,67.67,1285.78,,,,
2024-03-26T21:24:15+00:00,288,9.07,43.64,1084.84,,,,
2024-03-26T21:24:16+00:00,289,-37.63,17.97,527.91,,,,
2024-03-26T21:24:17+00:00,290,-27.75,90.43,675.66,,,,
2024-03-26T21:24:18+00:00,291,-31.81,0.5,1261.7,,,,
2024-03-26T21:24:20+00:00,292,-13.58,39.47,1084.93,,,,
2024-03-26T21:24:21+00:00,293,48.79,5.02,1442.78,,,,
2024-03-26T21:24:22+00:00,294,30.82,85.24,454.48,,,,
2024-03-26T21:24:23+00:00,295,44.84,90.91,1458.69,,,,
2024-03-26T21:24:25+00:00,296,32.47,61.93,957.3,,,,
2024-03-26T21:24:26+00:00,297,-48.79,24.07,1458.09,,,,
2024-03-26T21:24:28+00:00,298,-8.15,64.43,997.01,,,,
2024-03-26T21:24:29+00:00,299,-40.47,55.38,358.24,,,,
2024-03-26T21:24:30+00:00,300,-10.09,13.34,1497.39,,,,
2024-03-26T21:24:31+00:00,301,8.29,39.78,345.69,,,,
2024-03-26T21:24:33+00:00,302,-20.23,23.25,1955.63,,,,
2024-03-26T21:24:34+00:00,303,31.49,5.64,1058.24,,,,
2024-03-26T21:24:35+00:00,304,10.55,73.81,1412.35,,,,
2024-03-26T21:24:36+00:00,305,-18.98,99.67,485.08,,,,
2024-03-26T21:24:37+00:00,306,-46.28,63.22,1934.64,,,,
2024-03-26T21:24:38+00:00,307,35.2,94.44,682.27,,,,
2024-03-26T21:24:39+00:00,308,-28.5,4.25,1702.51,,,,
2024-03-26T21:24:40+00:00,309,-2.23,79.81,1670.62,,,,
2024-03-26T21:24:41+00:00,310,22.9,39.94,1229.6,,,,
2024-03-26T21:24:42+00:00,311,22.8,23.59,544.44,,,,
2024-03-26T21:24:43+00:00,312,37.25,23.18,1008.64,,,,
2024-03-26T21:24:44+00:00,313,-11.84,9.95,1846.1,,,,
2024-03-26T21:24:45+00:00,314,32.07,58.96,583.97,,,,
2024-03-26T21:24:46+00:00,315,19.34,16.89,305.46,,,,
2024-03-26T21:24:48+00:00,316,12.81,10.12,1862.03,,,,
2024-03-26T21:24:49+00:00,317,-11.82,51.09,1117.55,,,,
2024-03-26T21:24:50+00:00,318,-7.11,57.95,1594.97,,,,
2024-03-26T21:24:51+00:00,319,-45.59,98.17,1887.16,,,,
2024-03-26T21:24:52+00:00,320,6.88,32.16,624.22,,,,
2024-03-26T21:24:53+00:00,321,28.98,4.03,785.46,,,,
2024-03-26T21:24:54+00:00,322,-13.91,41.83,1123.07,,,,
2024-03-26T21:24:55+00:00,323,-0.11,3.17,1602.07,,,,
2024-03-26T21:24:56+00:00,324,21.9,5.63,1647.66,,,,
2024-03-26T21:24:57+00:00,325,14.33,57.07,1931.31,,,,
2024-03-26T21:24:58+00:00,326,9.51,51.68,1107.26,,,,
2024-03-26T21:24:59+00:00,327,-42.05,60.71,998.86,,,,
2024-03-26T21:25:00+00:00,328,-44.01,55.21,1480.8,,,,
2024-03-26T21:25:01+00:00,329,7.42,80.07,1930.29,,,,
2024-03-26T21:25:02+00:00,330,-23.81,46.41,1572.35,,,,
2024-03-26T21:25:04+00:00,331,-0.89,83.21,564.53,,,,
2024-03-26T21:25:05+00:00,332,-38.66,10.13,1482.86,,,,
2024-03-26T21:25:06+00:00,333,20.44,67.39,855.58,,,,
2024-03-26T21:25:07+00:00,334,1.61,82.53,632.89,,,,
2024-03-26T21:25:08+00:00,335,48.14,84.95,561.42,,,,
2024-03-26T21:25:09+00:00,336,-37.92,38.85,335.31,,,,
2024-03-26T21:25:10+00:00,337,-38.81,37.21,372.8,,,,
2024-03-26T21:25:11+00:00,338,-40.73,15.36,1629.51,,,,
2024-03-26T21:25:12+00:00,339,-43.84,13.19,1626.74,,,,
2024-03-26T21:25:13+00:00,340,-49.28,62.5,1459.2,,,,
2024-03-26T21:25:14+00:00,341,8.3,70.81,456.27,,,,
2024-03-26T21:25:15+00:00,342,20.37,28.98,1061.21,,,,
2024-03-26T21:25:16+00:00,343,-45.54,58.45,518.95,,,,
2024-03-26T21:25:17+00:00,344,-13.89,98.51,1094.77,,,,
2024-03-26T21:25:18+00:00,345,24.57,94.19,406.88,,,,
2024-03-26T21:25:19+00:00,346,-42.13,66.31,814.41,,,,
2024-03-26T21:25:20+00:00,347,-1.39,93.19,941.43,,,,
2024-03-26T21:25:21+00:00,348,17.19,47.55,723.41,,,,
2024-03-26T21:25:22+00:00,349,14.24,96.69,1131.73,,,,
2024-03-26T21:25:23+00:00,350,-30.53,8.02,1423.42,,,,
2024-03-26T21:25:24+00:00,351,-30.65,32.63,700.1,,,,
2024-03-26T21:25:25+00:00,352,-49.81,50.54,1715.65,,,,
2024-03-26T21:25:26+00:00,353,-13.85,63.8,1343.25,,,,
2024-03-26T21:25:27+00:00,354,30.01,20.92,1456.62,,,,
2024-03-26T21:25:28+00:00,355,-20.25,26.1,859.1,,,,
2024-03-26T21:25:29+00:00,356,4.04,16.14,1612.57,,,,
2024-03-26T21:25:30+00:00,357,9.29,17.9,826.56,,,,
2024-03-26T21:25:31+00:00,358,25.62,65.38,1020.01,,,,
2024-03-26T21:25:32+00:00,359,-41.4,18.12,694.13,,,,
2024-03-26T21:25:33+00:00,360,21.27,27.1,1237.0,,,,
2024-03-26T21:25:35+00:00,361,-10.73,42.3,680.39,,,,
2024-03-26T21:25:36+00:00,362,-42.65,89.5,1448.26,,,,
2024-03-26T21:25:37+00:00,363,2.72,38.98,849.78,,,,
2024-03-26T21:25:38+00:00,364,-5.99,52.65,1333.61,,,,
2024-03-26T21:25:39+00:00,365,-22.57,28.94,876.04,,,,
2024-03-26T21:25:40+00:00,366,44.34,11.39,954.13,,,,
2024-03-26T21:25:41+00:00,367,-14.71,34.19,1175.15,,,,
2024-03-26T21:25:42+00:00,368,8.45,80.19,1057.86,,,,
2024-03-26T21:25:43+00:00,369,-40.33,27.97,552.22,,,,
2024-03-26T21:25:44+00:00,370,-21.27,72.93,813.74,,,,
2024-03-26T21:25:45+00:00,371,36.51,43.82,1674.78,,,,
2024-03-26T21:25:46+00:00,372,45.84,40.05,657.09,,,,
2024-03-26T21:25:47+00:00,373,-18.15,67.4,470.06,,,,
2024-03-26T21:25:48+00:00,374,7.94,62.55,1412.43,,,,
2024-03-26T21:25:49+00:00,375,4.13,29.33,551.98,,,,
2024-03-26T21:25:50+00:00,376,39.07,68.1,1305.27,,,,
2024-03-26T21:25:51+00:00,377,-38.07,32.12,1325.03,,,,
2024-03-26T21:25:53+00:00,378,0.53,36.13,373.81,,,,
2024-03-26T21:25:54+00:00,379,-16.73,7.55,443.55,,,,
2024-03-26T21:25:55+00:00,380,12.07,36.33,637.92,,,,
2024-03-26T21:25:56+00:00,381,-31.11,77.29,1953.1,,,,
2024-03-26T21:25:57+00:00,382,3.54,50.24,1990.06,,,,
2024-03-26T21:25:58+00:00,383,35.64,26.27,1319.56,,,,
2024-03-26T21:25:59+00:00,384,11.42,83.3,1418.67,,,,
2024-03-26T21:26:00+00:00,385,-6.41,71.98,538.18,,,,
2024-03-26T21:26:01+00:00,386,34.75,13.11,898.21,,,,
